array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,rbgs_omega,rbgs_max_sweeps,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_rbgs_sweeps,avg_rbgs_sweeps_per_pressure_solve,max_rbgs_sweeps_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_sweeps,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
48,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,1,C1,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,81.912236345999403,1.5195436489999963,1.8550874897144849,0.069011753000000009,81.983866137999996,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514328,2.8949923865679439e-09,293.37417503946551,1073.7657429624915,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500132,0.20977343247755365,0.38157484996401769,0.99590625537754751,1,0,orfoz185,6305203,82.083500288
49,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,2,C2,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,45.321224901999834,1.1582132989999923,2.5555648628307157,0.069097413999999996,45.392525116000002,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514287,2.8949923865679419e-09,293.37417503946551,1073.7657429624915,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500132,0.20977343247755365,0.38157484996401769,0.99590625537754751,1,0,orfoz172,6305205,45.468580096
50,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,4,C4,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,26.960019868999932,0.94015666000000453,3.4872253973412191,0.068626913000000012,27.031339671000001,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514298,2.8949923865679415e-09,293.37417503946551,1073.7657429624915,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500132,0.20977343247755365,0.38157484996401769,0.99590625537754751,1,0,orfoz172,6305207,27.112990720
51,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,16,C16,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,18.996766659000119,1.2722583700000025,6.6972363920532931,0.06893687200000001,19.068928866,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514301,2.8949923865679394e-09,293.37417503946551,1073.7657429624915,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500132,0.20977343247755365,0.38157484996401769,0.99590625537754751,1,0,orfoz172,6305208,19.158247680
52,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,1,C1,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,419.18755096200067,16.144787648000094,3.8514473082392704,0.16870949500000001,419.36059996900002,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300655e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz172,6305209,419.458637568
53,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,2,C2,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,220.83052738099965,9.665537621999956,4.3769028388561386,0.17120680800000002,221.00616457000001,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300636e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz197,6305210,221.098434816
54,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,4,C4,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,120.12626835500063,6.349870250000067,5.28599642439133,0.17145834900000001,120.300791039,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.237443877430061e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz197,6305211,120.377602048
55,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,16,C16,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,51.168679699999934,4.7792451879999609,9.3401768738620916,0.17082671100000002,51.343556444000001,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088947,1.2374438774300633e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz197,6305212,51.432388352
56,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,1,C1,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3613.8005412369935,208.04537852099762,5.7569690453857838,0.58974658099999999,3614.4175821039998,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911658,4.6785932986336778e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz197,6305213,3614.496839680
57,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,2,C2,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1870.9552757850004,113.69191865200263,6.0766775199530452,0.604769734,1871.575247131,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911428,4.6785932986336897e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz185,6305214,1871.672784128
58,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,4,C4,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,978.68371797500231,65.263335275000202,6.6684807437112346,0.58770737400000006,979.28104379199999,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911519,4.6785932986336936e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz185,6305215,979.352441856
59,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,16,C16,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,315.80283873500031,31.915316856999993,10.106089288127363,0.59329295399999993,316.406601486,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911524,4.678593298633695e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz197,6305216,316.504309248
60,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,1,C1,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58735.89077400582,6268.596315491629,10.672514254718449,2.3404009810000002,58738.561307518001,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399034,3.6542927984635162e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz197,6305217,58738.692536320
61,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,2,C2,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29723.897105490116,3203.2517917070036,10.776688468334628,2.3463192959999999,29726.42554815,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399988,3.6542927984634904e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz185,6305218,29726.568724736
62,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,4,C4,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,15266.860791507857,1724.2395008941276,11.294001592345888,2.3435907410000003,15269.311920668,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.00794501888294003,3.6542927984634249e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz187,6305219,15269.546380032
63,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,16,C16,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4405.7149838630712,605.44935448895194,13.74236319658778,2.344423645,4408.1336685360002,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.007945018882940056,3.6542927984633964e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz187,6305220,4408.642590208
64,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,1,C1,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,80.689987939999867,1.5161421869999965,1.8789718845011876,0.068288486000000009,80.760501181999999,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514328,2.8949923865679439e-09,293.3741750395634,1073.7657429779524,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500587,0.20977343247755545,0.38157484996406221,0.99590625537749544,1,0,orfoz187,6305222,80.983400192
65,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,2,C2,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,44.797243184000067,1.154285979000012,2.5766897624902967,0.068751824000000003,44.868155387000002,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514287,2.8949923865679419e-09,293.3741750395634,1073.7657429779524,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500587,0.20977343247755545,0.38157484996406221,0.99590625537749544,1,0,orfoz187,6305223,44.963410176
66,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,4,C4,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,26.613460114000169,0.93980445800000589,3.5313125537765613,0.068348582000000019,26.683887115000001,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514295,2.8949923865679415e-09,293.3741750395634,1073.7657429779524,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500587,0.20977343247755545,0.38157484996406221,0.99590625537749544,1,0,orfoz187,6305224,26.770029824
67,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,16,C16,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,18.90659482099985,1.2638740589999991,6.6848317794180181,0.068603674999999906,18.979100359,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514301,2.8949923865679394e-09,293.3741750395634,1073.7657429779524,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500587,0.20977343247755545,0.38157484996406221,0.99590625537749544,1,0,orfoz187,6305225,19.058010624
68,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,1,C1,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,404.77416568699925,16.108262093000043,3.9795677339388602,0.16834566400000001,404.94681431700002,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300655e-08,293.15671078106288,1074.9179774472304,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687939,0.38120943406908059,0.99796728966834802,1,0,orfoz187,6305226,405.029524992
69,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,2,C2,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,214.52198645999951,9.6512402650000215,4.4989515640158517,0.16925700400000002,214.69477016299999,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300636e-08,293.15671078106288,1074.9179774472304,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687939,0.38120943406908059,0.99796728966834802,1,0,orfoz187,6305227,214.772839424
70,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,4,C4,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,116.48297010099962,6.2941503680000039,5.4034940580090769,0.169635179,116.655391114,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088991,1.237443877430061e-08,293.15671078106288,1074.9179774472304,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687939,0.38120943406908059,0.99796728966834802,1,0,orfoz187,6305228,116.738689792
71,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,16,C16,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,50.602244728999963,4.8140860979999696,9.5135821024971925,0.169190962,50.775603715000003,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088958,1.237443877430063e-08,293.15671078106288,1074.9179774472304,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687939,0.38120943406908059,0.99796728966834802,1,0,orfoz187,6305230,50.873660416
72,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,1,C1,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3482.8654473300112,208.3196439349968,5.981271659365885,0.58780818400000012,3483.4799592160002,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911658,4.6785932986336778e-08,293.07747276059757,1085.0925404718896,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055471,0.38638700207636867,0.99892771996130436,1,0,orfoz187,6305231,3483.561859328
73,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,2,C2,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1812.2353998950243,116.45051652000134,6.425794161550253,0.60757111699999999,1812.8591791710001,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911428,4.6785932986336897e-08,293.07747276059757,1085.0925404718896,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055471,0.38638700207636867,0.99892771996130436,1,0,orfoz185,6305232,1813.027324160
74,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,4,C4,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,945.96207630298977,65.264097564000622,6.8992298104661716,0.58801608900000002,946.56112942899995,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911519,4.6785932986336936e-08,293.07747276059757,1085.0925404718896,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055471,0.38638700207636867,0.99892771996130436,1,0,orfoz185,6305233,946.714754304
