array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_wcycles,avg_wcycles_per_pressure_solve,max_wcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
71,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,16,C16,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58.170370639999746,12.359680618999919,21.247381584502094,0.17027082600000001,58.344926987999997,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233945,1.0478815422798185e-09,293.15671139631127,1074.9007381993047,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409797,0.38120898339902354,0.99796729099824777,1,0,orfoz191,6271701,58.483340288
72,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,1,C1,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3360.5944987750045,55.104426921999362,1.6397225830752831,0.59768782199999992,3361.2205102500002,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416997,7.881180802732253e-09,293.07746797384658,1085.1425468131056,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.2099614177570148,0.38641564674574663,0.99892779718054181,1,0,orfoz191,6271707,3361.739844864
73,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,2,C2,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1737.6140875319952,33.223487794999954,1.912017635756432,0.58762864199999998,1738.2182543429999,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416835,7.8811808027322166e-09,293.07746797384658,1085.1425468131056,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.2099614177570148,0.38641564674574663,0.99892779718054181,1,0,orfoz178,6271843,1738.349659648
74,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,4,C4,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,911.64747997299764,21.109823211000208,2.3155686462957661,0.61495099200000003,912.27298639100002,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416862,7.8811808027321752e-09,293.07746797384658,1085.1425468131056,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.2099614177570148,0.38641564674574663,0.99892779718054181,1,0,orfoz191,6271863,912.417696768
75,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,16,C16,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,293.23319426200203,17.246787365999978,5.8815944795765791,0.59800710999999995,293.84112236999999,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416894,7.8811808027321785e-09,293.07746797384658,1085.1425468131056,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.2099614177570148,0.38641564674574663,0.99892779718054181,1,0,orfoz191,6271878,293.927230720
76,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,1,C1,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,52588.97609538526,1432.1138318310577,2.7232206027999224,2.3455356099999998,52591.658468813002,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949184136,4.2996121243720342e-08,293.04119606748191,1082.7571964154768,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.38526928395977444,0.99945536201988827,1,0,orfoz178,6271882,52591.839336448
77,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,2,C2,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,26650.743528619489,782.47159463301455,2.9360216302886268,2.3915432190000003,26653.320334079999,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182922,4.2996121243719634e-08,293.04119606748191,1082.7571964154768,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.38526928395977444,0.99945536201988827,1,0,orfoz191,6271908,26653.481758464
78,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,4,C4,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13675.604079117607,443.69287117098861,3.2444114980522092,2.341135457,13678.049208955001,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182824,4.2996121243719475e-08,293.04119606748191,1082.7571964154768,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.38526928395977444,0.99945536201988827,1,0,orfoz208,6273106,13678.258330880
79,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,16,C16,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3958.6713392140614,218.3344696119982,5.5153472188814101,2.3773610680000004,3961.1018638290002,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182813,4.2996121243719469e-08,293.04119606748191,1082.7571964154768,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.38526928395977444,0.99945536201988827,1,0,orfoz191,6273484,3961.266349056
80,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,1,C1,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,79.353653513999944,3.3064278469999775,4.1666989490491977,0.069240946999999997,79.424842437999999,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.0001299637302655945,5.2273589505952229e-11,293.37417528317098,1073.7654705421307,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059906,0.20977344678616919,0.38157474338071334,0.99590625248373499,1,0,orfoz208,6273625,79.560587520
81,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,2,C2,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,46.138401058000092,4.1336692730000006,8.959281592362963,0.068820327000000014,46.209124627000001,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559482,5.2273589505952306e-11,293.37417528317098,1073.7654705421307,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059906,0.20977344678616919,0.38157474338071334,0.99590625248373499,1,0,orfoz208,6273630,46.279712256
82,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,4,C4,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,30.256880122999945,5.1322238860000056,16.962171463602804,0.069623363999999993,30.328880624,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559488,5.2273589505952106e-11,293.37417528317098,1073.7654705421307,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059906,0.20977344678616919,0.38157474338071334,0.99590625248373499,1,0,orfoz191,6273653,30.430249984
83,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,16,C16,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27.787362001999917,10.009314494000028,36.021103742340266,0.069610821000000003,27.860841238999999,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559474,5.2273589505952222e-11,293.37417528317098,1073.7654705421307,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059906,0.20977344678616919,0.38157474338071334,0.99590625248373499,1,0,orfoz191,6273656,27.948889856
84,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,1,C1,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,386.14985389800034,12.23534755500013,3.1685490571833905,0.16897436099999999,386.32354808600002,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233972,1.0478815422798174e-09,293.15671139631763,1074.9007382014797,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409792,0.38120898339901965,0.99796729099824666,1,0,orfoz191,6273659,386.400320256
85,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,2,C2,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,206.13612364900035,9.0344413529999681,4.3827550421892196,0.169936371,206.30993333200001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233905,1.0478815422798195e-09,293.15671139631763,1074.9007382014797,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409792,0.38120898339901965,0.99796729099824666,1,0,orfoz191,6273668,206.410798336
86,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,4,C4,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,115.93167237599971,7.9883841530000153,6.8905968397414226,0.17024160900000002,116.10542811000001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233924,1.0478815422798197e-09,293.15671139631763,1074.9007382014797,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409792,0.38120898339901965,0.99796729099824666,1,0,orfoz191,6273674,116.197804032
87,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,16,C16,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,57.125545237000026,12.286098480999982,21.507188124030922,0.16808286,57.299234714000001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233945,1.0478815422798185e-09,293.15671139631763,1074.9007382014797,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409792,0.38120898339901965,0.99796729099824666,1,0,orfoz355,6273675,57.391477248
88,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,1,C1,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3278.6538104630122,55.346543343000121,1.6880874451085786,0.58977984699999997,3279.271249078,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416997,7.881180802732253e-09,293.07746797385039,1085.1425468149919,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.20996141775701477,0.38641564674569573,0.99892779718054125,1,0,orfoz355,6273676,3279.360865536
89,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,2,C2,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1690.0310004959958,32.731606787000217,1.9367459400090317,0.60286770000000001,1690.6499750410001,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416835,7.8811808027322166e-09,293.07746797385039,1085.1425468149919,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.20996141775701477,0.38641564674569573,0.99892779718054125,1,0,orfoz191,6273711,1690.727375104
90,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,4,C4,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,883.96949875200619,20.685534788999885,2.3400733643190015,0.59803533799999997,884.57870393099995,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416862,7.8811808027321752e-09,293.07746797385039,1085.1425468149919,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.20996141775701477,0.38641564674569573,0.99892779718054125,1,0,orfoz191,6273763,884.656477440
91,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,16,C16,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,287.7312515610007,17.352535930000009,6.0308137666169257,0.60412274600000004,288.345616603,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416894,7.8811808027321769e-09,293.07746797385039,1085.1425468149919,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715123,0.20996141775701477,0.38641564674569573,0.99892779718054125,1,0,orfoz191,6273807,288.422825472
92,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,1,C1,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,51502.028211361816,1434.9136870369719,2.7861304435393421,2.383182825,51504.749601898002,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949184136,4.2996121243720342e-08,293.04119606748532,1082.7571964118472,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.3852692839596174,0.99945536201988727,1,0,orfoz191,6273814,51504.872131584
93,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,2,C2,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,26320.695279988009,784.46266101798312,2.9804025033275661,2.3574759300000001,26323.234415213999,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182922,4.2996121243719634e-08,293.04119606748532,1082.7571964118472,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.3852692839596174,0.99945536201988727,1,0,orfoz355,6273828,26323.387304704
94,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,4,C4,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13450.014529485143,444.50470459100961,3.3048641220168626,2.3392620260000001,13452.453571283,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182824,4.2996121243719475e-08,293.04119606748532,1082.7571964118472,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.3852692839596174,0.99945536201988727,1,0,orfoz178,6274175,13452.555849472
95,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,16,C16,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3880.6700466369748,215.76883835599918,5.5600923490773582,2.5483896970000002,3883.271593853,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182813,4.2996121243719469e-08,293.04119606748532,1082.7571964118472,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802439,0.20997910421372515,0.3852692839596174,0.99945536201988727,1,0,orfoz218,6266805,3883.404316160
